team,team_name,year,week,weekly_attendance
Atlanta,Falcons,2005,11,70794
Atlanta,Falcons,2005,12,62390
Atlanta,Falcons,2005,13,73661
Atlanta,Falcons,2005,14,70083
Atlanta,Falcons,2005,15,62170
Atlanta,Falcons,2005,16,65482
Atlanta,Falcons,2005,17,70796
Baltimore,Ravens,2005,1,70501
Baltimore,Ravens,2005,2,69149
Baltimore,Ravens,2005,3,NA
Baltimore,Ravens,2005,4,70479
Baltimore,Ravens,2005,5,61201
Baltimore,Ravens,2005,6,70196
Baltimore,Ravens,2005,7,62102
Baltimore,Ravens,2005,8,64178
Baltimore,Ravens,2005,9,70540
Baltimore,Ravens,2005,10,66107
Baltimore,Ravens,2005,11,70601
Baltimore,Ravens,2005,12,65680
Baltimore,Ravens,2005,13,69909
Baltimore,Ravens,2005,14,75651
Baltimore,Ravens,2005,15,70604
Baltimore,Ravens,2005,16,70246
Baltimore,Ravens,2005,17,69871
Buffalo,Bills,2005,1,71781
Buffalo,Bills,2005,2,64777
Buffalo,Bills,2005,3,72032
Buffalo,Bills,2005,4,58688
Buffalo,Bills,2005,5,72160
Buffalo,Bills,2005,6,72045
Buffalo,Bills,2005,7,42779
Buffalo,Bills,2005,8,68756
Buffalo,Bills,2005,9,NA
Buffalo,Bills,2005,10,72093
Buffalo,Bills,2005,11,65602
Buffalo,Bills,2005,12,71440
Buffalo,Bills,2005,13,72051
Buffalo,Bills,2005,14,71810
Buffalo,Bills,2005,15,71887
Buffalo,Bills,2005,16,65485
Buffalo,Bills,2005,17,76822
Carolina,Panthers,2005,1,72920
Carolina,Panthers,2005,2,73528
Carolina,Panthers,2005,3,72288
Carolina,Panthers,2005,4,73657
Carolina,Panthers,2005,5,38809
Carolina,Panthers,2005,6,61083
Carolina,Panthers,2005,7,NA
Carolina,Panthers,2005,8,73502
Carolina,Panthers,2005,9,65014
Carolina,Panthers,2005,10,73529
Carolina,Panthers,2005,11,62156
Carolina,Panthers,2005,12,71440
Carolina,Panthers,2005,13,73661
Carolina,Panthers,2005,14,73467
Carolina,Panthers,2005,15,32551
Carolina,Panthers,2005,16,73436
Carolina,Panthers,2005,17,70796
Chicago,Bears,2005,1,90138
Chicago,Bears,2005,2,62019
Chicago,Bears,2005,3,62045
Chicago,Bears,2005,4,NA
Chicago,Bears,2005,5,73079
Chicago,Bears,2005,6,62143
Chicago,Bears,2005,7,62102
Chicago,Bears,2005,8,61814
Chicago,Bears,2005,9,32637
Chicago,Bears,2005,10,62153
Chicago,Bears,2005,11,62156
Chicago,Bears,2005,12,65506
Chicago,Bears,2005,13,62177
Chicago,Bears,2005,14,61237
Chicago,Bears,2005,15,62170
Chicago,Bears,2005,16,69757
Chicago,Bears,2005,17,64023
Cincinnati,Bengals,2005,1,73013
Cincinnati,Bengals,2005,2,65763
Cincinnati,Bengals,2005,3,62045
Cincinnati,Bengals,2005,4,65714
Cincinnati,Bengals,2005,5,66137
Cincinnati,Bengals,2005,6,69149
Cincinnati,Bengals,2005,7,66104
Cincinnati,Bengals,2005,8,65940
Cincinnati,Bengals,2005,9,70540
Cincinnati,Bengals,2005,10,NA
Cincinnati,Bengals,2005,11,65995
Cincinnati,Bengals,2005,12,65680
Cincinnati,Bengals,2005,13,63044
Cincinnati,Bengals,2005,14,65788
Cincinnati,Bengals,2005,15,61749
Cincinnati,Bengals,2005,16,65485
Cincinnati,Bengals,2005,17,77211
Cleveland,Browns,2005,1,73013
Cleveland,Browns,2005,2,70400
Cleveland,Browns,2005,3,57127
Cleveland,Browns,2005,4,NA
Cleveland,Browns,2005,5,73079
Cleveland,Browns,2005,6,70196
Cleveland,Browns,2005,7,72923
Cleveland,Browns,2005,8,70064
Cleveland,Browns,2005,9,72594
Cleveland,Browns,2005,10,63491
Cleveland,Browns,2005,11,72773
Cleveland,Browns,2005,12,63814
Cleveland,Browns,2005,13,70941
Cleveland,Browns,2005,14,65788
Cleveland,Browns,2005,15,41862
Cleveland,Browns,2005,16,73136
Cleveland,Browns,2005,17,69871
Dallas,Cowboys,2005,1,67679
Dallas,Cowboys,2005,2,65207
Dallas,Cowboys,2005,3,68247
Dallas,Cowboys,2005,4,62400
Dallas,Cowboys,2005,5,63199
Dallas,Cowboys,2005,6,62278
Dallas,Cowboys,2005,7,67046
Dallas,Cowboys,2005,8,62068
Dallas,Cowboys,2005,9,NA
Dallas,Cowboys,2005,10,67739
Dallas,Cowboys,2005,11,62670
Dallas,Cowboys,2005,12,63273
Dallas,Cowboys,2005,13,78645
Dallas,Cowboys,2005,14,63432
Dallas,Cowboys,2005,15,90588
Dallas,Cowboys,2005,16,73436
Dallas,Cowboys,2005,17,63131
Denver,Broncos,2005,1,72324
Denver,Broncos,2005,2,75310
Denver,Broncos,2005,3,76381
Denver,Broncos,2005,4,66045
Denver,Broncos,2005,5,75880
Denver,Broncos,2005,6,76571
Denver,Broncos,2005,7,78516
Denver,Broncos,2005,8,76530
Denver,Broncos,2005,9,NA
Denver,Broncos,2005,10,62779
Denver,Broncos,2005,11,76255
Denver,Broncos,2005,12,63273
Denver,Broncos,2005,13,78261
Denver,Broncos,2005,14,75651
Denver,Broncos,2005,15,71887
Denver,Broncos,2005,16,76212
Denver,Broncos,2005,17,65513
Detroit,Lions,2005,1,61877
Detroit,Lions,2005,2,62019
Detroit,Lions,2005,3,NA
Detroit,Lions,2005,4,64994
Detroit,Lions,2005,5,61201
Detroit,Lions,2005,6,61083
Detroit,Lions,2005,7,72923
Detroit,Lions,2005,8,61814
Detroit,Lions,2005,9,63813
Detroit,Lions,2005,10,61091
Detroit,Lions,2005,11,62670
Detroit,Lions,2005,12,62390
Detroit,Lions,2005,13,61375
Detroit,Lions,2005,14,70019
Detroit,Lions,2005,15,61749
Detroit,Lions,2005,16,63747
Detroit,Lions,2005,17,63794
Green Bay,Packers,2005,1,61877
Green Bay,Packers,2005,2,70400
Green Bay,Packers,2005,3,70518
Green Bay,Packers,2005,4,73657
Green Bay,Packers,2005,5,70580
Green Bay,Packers,2005,6,NA
Green Bay,Packers,2005,7,64278
Green Bay,Packers,2005,8,65940
Green Bay,Packers,2005,9,70607
Green Bay,Packers,2005,10,71001
Green Bay,Packers,2005,11,70610
Green Bay,Packers,2005,12,67665
Green Bay,Packers,2005,13,62177
Green Bay,Packers,2005,14,70019
Green Bay,Packers,2005,15,70604
Green Bay,Packers,2005,16,69757
Green Bay,Packers,2005,17,69928
Houston,Texans,2005,1,71781
Houston,Texans,2005,2,70742
Houston,Texans,2005,3,NA
Houston,Texans,2005,4,65714
Houston,Texans,2005,5,70430
Houston,Texans,2005,6,66196
Houston,Texans,2005,7,70621
Houston,Texans,2005,8,70064
Houston,Texans,2005,9,64613
Houston,Texans,2005,10,57209
Houston,Texans,2005,11,70481
Houston,Texans,2005,12,70010
Houston,Texans,2005,13,69909
Houston,Texans,2005,14,69149
Houston,Texans,2005,15,70024
Houston,Texans,2005,16,70025
Houston,Texans,2005,17,67970
Indianapolis,Colts,2005,1,70501
Indianapolis,Colts,2005,2,56460
Indianapolis,Colts,2005,3,57127
Indianapolis,Colts,2005,4,69149
Indianapolis,Colts,2005,5,68084
Indianapolis,Colts,2005,6,57307
Indianapolis,Colts,2005,7,70621
Indianapolis,Colts,2005,8,NA
Indianapolis,Colts,2005,9,68756
Indianapolis,Colts,2005,10,57209
Indianapolis,Colts,2005,11,65995
Indianapolis,Colts,2005,12,57442
Indianapolis,Colts,2005,13,57228
Indianapolis,Colts,2005,14,67164
Indianapolis,Colts,2005,15,57389
Indianapolis,Colts,2005,16,67855
Indianapolis,Colts,2005,17,57211
Jacksonville,Jaguars,2005,1,65204
Jacksonville,Jaguars,2005,2,56460
Jacksonville,Jaguars,2005,3,77422
Jacksonville,Jaguars,2005,4,66045
Jacksonville,Jaguars,2005,5,66137
Jacksonville,Jaguars,2005,6,63891
Jacksonville,Jaguars,2005,7,NA
Jacksonville,Jaguars,2005,8,65251
Jacksonville,Jaguars,2005,9,64613
Jacksonville,Jaguars,2005,10,66107
Jacksonville,Jaguars,2005,11,69149
Jacksonville,Jaguars,2005,12,39198
Jacksonville,Jaguars,2005,13,70941
Jacksonville,Jaguars,2005,14,67164
Jacksonville,Jaguars,2005,15,64764
Jacksonville,Jaguars,2005,16,70025
Jacksonville,Jaguars,2005,17,65485
Kansas City,Chiefs,2005,1,78014
Kansas City,Chiefs,2005,2,62273
Kansas City,Chiefs,2005,3,76381
Kansas City,Chiefs,2005,4,78742
Kansas City,Chiefs,2005,5,NA
Kansas City,Chiefs,2005,6,78083
Kansas City,Chiefs,2005,7,68350
Kansas City,Chiefs,2005,8,65750
Kansas City,Chiefs,2005,9,79033
Kansas City,Chiefs,2005,10,72093
Kansas City,Chiefs,2005,11,70481
Kansas City,Chiefs,2005,12,78025
Kansas City,Chiefs,2005,13,78261
Kansas City,Chiefs,2005,14,63432
Kansas City,Chiefs,2005,15,78625
Kansas City,Chiefs,2005,16,75956
Kansas City,Chiefs,2005,17,77211
Miami,Dolphins,2005,1,72324
Miami,Dolphins,2005,2,77918
Miami,Dolphins,2005,3,72288
Miami,Dolphins,2005,4,NA
Miami,Dolphins,2005,5,72160
Miami,Dolphins,2005,6,65168
Miami,Dolphins,2005,7,68350
Miami,Dolphins,2005,8,61643
Miami,Dolphins,2005,9,72187
Miami,Dolphins,2005,10,73405
Miami,Dolphins,2005,11,72773
Miami,Dolphins,2005,12,49097
Miami,Dolphins,2005,13,72051
Miami,Dolphins,2005,14,65026
Miami,Dolphins,2005,15,72650
Miami,Dolphins,2005,16,72001
Miami,Dolphins,2005,17,68756
Minnesota,Vikings,2005,1,63939
Minnesota,Vikings,2005,2,65763
Minnesota,Vikings,2005,3,63952
Minnesota,Vikings,2005,4,69552
Minnesota,Vikings,2005,5,NA
Minnesota,Vikings,2005,6,62143
Minnesota,Vikings,2005,7,64278
Minnesota,Vikings,2005,8,73502
Minnesota,Vikings,2005,9,63813
Minnesota,Vikings,2005,10,78637
Minnesota,Vikings,2005,11,70610
Minnesota,Vikings,2005,12,63814
Minnesota,Vikings,2005,13,61375
Minnesota,Vikings,2005,14,64005
Minnesota,Vikings,2005,15,64136
Minnesota,Vikings,2005,16,70246
Minnesota,Vikings,2005,17,64023
New England,Patriots,2005,1,68756
New England,Patriots,2005,2,73528
New England,Patriots,2005,3,64868
New England,Patriots,2005,4,68756
New England,Patriots,2005,5,71079
New England,Patriots,2005,6,76571
New England,Patriots,2005,7,NA
New England,Patriots,2005,8,68756
New England,Patriots,2005,9,68756
New England,Patriots,2005,10,73405
New England,Patriots,2005,11,68756
New England,Patriots,2005,12,78025
New England,Patriots,2005,13,68756
New England,Patriots,2005,14,71810
New England,Patriots,2005,15,68756
New England,Patriots,2005,16,77569
New England,Patriots,2005,17,68756
New Orleans,Saints,2005,1,72920
New Orleans,Saints,2005,2,68031
New Orleans,Saints,2005,3,63952
New Orleans,Saints,2005,4,58688
New Orleans,Saints,2005,5,70580
New Orleans,Saints,2005,6,65562
New Orleans,Saints,2005,7,64586
New Orleans,Saints,2005,8,61643
New Orleans,Saints,2005,9,32637
New Orleans,Saints,2005,10,NA
New Orleans,Saints,2005,11,68756
New Orleans,Saints,2005,12,77152
New Orleans,Saints,2005,13,34411
New Orleans,Saints,2005,14,70083
New Orleans,Saints,2005,15,32551
New Orleans,Saints,2005,16,63747
New Orleans,Saints,2005,17,65379
New York,Giants,2005,1,78387
New York,Giants,2005,2,68031
New York,Giants,2005,3,65373
New York,Giants,2005,4,78453
New York,Giants,2005,5,NA
New York,Giants,2005,6,62278
New York,Giants,2005,7,78516
New York,Giants,2005,8,78630
New York,Giants,2005,9,63820
New York,Giants,2005,10,78637
New York,Giants,2005,11,78626
New York,Giants,2005,12,67102
New York,Giants,2005,13,78645
New York,Giants,2005,14,67443
New York,Giants,2005,15,78625
New York,Giants,2005,16,90477
New York,Giants,2005,17,44594
New York,Jets,2005,1,78014
New York,Jets,2005,2,77918
New York,Jets,2005,3,77422
New York,Jets,2005,4,70479
New York,Jets,2005,5,77852
New York,Jets,2005,6,72045
New York,Jets,2005,7,70995
New York,Jets,2005,8,NA
New York,Jets,2005,9,77662
New York,Jets,2005,10,73529
New York,Jets,2005,11,76255
New York,Jets,2005,12,77152
New York,Jets,2005,13,68756
New York,Jets,2005,14,77561
New York,Jets,2005,15,72650
New York,Jets,2005,16,77569
New York,Jets,2005,17,76822
Oakland,Raiders,2005,1,68756
Oakland,Raiders,2005,2,62273
Oakland,Raiders,2005,3,67735
Oakland,Raiders,2005,4,62400
Oakland,Raiders,2005,5,NA
Oakland,Raiders,2005,6,52666
Oakland,Raiders,2005,7,42779
Oakland,Raiders,2005,8,69149
Oakland,Raiders,2005,9,79033
Oakland,Raiders,2005,10,62779
Oakland,Raiders,2005,11,90129
Oakland,Raiders,2005,12,49097
Oakland,Raiders,2005,13,66436
Oakland,Raiders,2005,14,77561
Oakland,Raiders,2005,15,41862
Oakland,Raiders,2005,16,76212
Oakland,Raiders,2005,17,44594
Philadelphia,Eagles,2005,1,70806
Philadelphia,Eagles,2005,2,67727
Philadelphia,Eagles,2005,3,67735
Philadelphia,Eagles,2005,4,78742
Philadelphia,Eagles,2005,5,63199
Philadelphia,Eagles,2005,6,NA
Philadelphia,Eagles,2005,7,67747
Philadelphia,Eagles,2005,8,76530
Philadelphia,Eagles,2005,9,90298
Philadelphia,Eagles,2005,10,67739
Philadelphia,Eagles,2005,11,78626
Philadelphia,Eagles,2005,12,67665
Philadelphia,Eagles,2005,13,67637
Philadelphia,Eagles,2005,14,67443
Philadelphia,Eagles,2005,15,65382
Philadelphia,Eagles,2005,16,44723
Philadelphia,Eagles,2005,17,67700
Pittsburgh,Steelers,2005,1,62931
Pittsburgh,Steelers,2005,2,70742
Pittsburgh,Steelers,2005,3,64868
Pittsburgh,Steelers,2005,4,NA
Pittsburgh,Steelers,2005,5,68537
Pittsburgh,Steelers,2005,6,63891
Pittsburgh,Steelers,2005,7,66104
Pittsburgh,Steelers,2005,8,64178
Pittsburgh,Steelers,2005,9,70607
Pittsburgh,Steelers,2005,10,63491
Pittsburgh,Steelers,2005,11,70601
Pittsburgh,Steelers,2005,12,57442
Pittsburgh,Steelers,2005,13,63044
Pittsburgh,Steelers,2005,14,61237
Pittsburgh,Steelers,2005,15,64136
Pittsburgh,Steelers,2005,16,73136
Pittsburgh,Steelers,2005,17,63794
San Diego,Chargers,2005,1,67679
San Diego,Chargers,2005,2,75310
San Diego,Chargers,2005,3,65373
San Diego,Chargers,2005,4,68756
San Diego,Chargers,2005,5,68537
San Diego,Chargers,2005,6,52666
San Diego,Chargers,2005,7,67747
San Diego,Chargers,2005,8,65750
San Diego,Chargers,2005,9,77662
San Diego,Chargers,2005,10,NA
San Diego,Chargers,2005,11,65602
San Diego,Chargers,2005,12,84930
San Diego,Chargers,2005,13,66436
San Diego,Chargers,2005,14,65026
San Diego,Chargers,2005,15,57389
San Diego,Chargers,2005,16,75956
San Diego,Chargers,2005,17,65513
San Francisco,49ers,2005,1,67918
San Francisco,49ers,2005,2,67727
San Francisco,49ers,2005,3,68247
San Francisco,49ers,2005,4,103467
San Francisco,49ers,2005,5,68084
San Francisco,49ers,2005,6,NA
San Francisco,49ers,2005,7,90224
San Francisco,49ers,2005,8,63358
San Francisco,49ers,2005,9,63820
San Francisco,49ers,2005,10,62153
San Francisco,49ers,2005,11,63590
San Francisco,49ers,2005,12,69149
San Francisco,49ers,2005,13,60439
San Francisco,49ers,2005,14,66690
San Francisco,49ers,2005,15,64764
San Francisco,49ers,2005,16,65473
San Francisco,49ers,2005,17,67970
Seattle,Seahawks,2005,1,65204
Seattle,Seahawks,2005,2,66030
Seattle,Seahawks,2005,3,64843
Seattle,Seahawks,2005,4,90215
Seattle,Seahawks,2005,5,65707
Seattle,Seahawks,2005,6,66196
Seattle,Seahawks,2005,7,67046
Seattle,Seahawks,2005,8,NA
Seattle,Seahawks,2005,9,43542
Seattle,Seahawks,2005,10,67192
Seattle,Seahawks,2005,11,63590
Seattle,Seahawks,2005,12,67102
Seattle,Seahawks,2005,13,67637
Seattle,Seahawks,2005,14,66690
Seattle,Seahawks,2005,15,69149
Seattle,Seahawks,2005,16,67855
Seattle,Seahawks,2005,17,69928
St. Louis,Rams,2005,1,67918
St. Louis,Rams,2005,2,45160
St. Louis,Rams,2005,3,65835
St. Louis,Rams,2005,4,78453
St. Louis,Rams,2005,5,65707
St. Louis,Rams,2005,6,57307
St. Louis,Rams,2005,7,64586
St. Louis,Rams,2005,8,65251
St. Louis,Rams,2005,9,NA
St. Louis,Rams,2005,10,67192
St. Louis,Rams,2005,11,65750
St. Louis,Rams,2005,12,70010
St. Louis,Rams,2005,13,65701
St. Louis,Rams,2005,14,64005
St. Louis,Rams,2005,15,65382
St. Louis,Rams,2005,16,65473
St. Louis,Rams,2005,17,63131
Tampa Bay,Buccaneers,2005,1,63939
Tampa Bay,Buccaneers,2005,2,64777
Tampa Bay,Buccaneers,2005,3,70518
Tampa Bay,Buccaneers,2005,4,64994
Tampa Bay,Buccaneers,2005,5,77852
Tampa Bay,Buccaneers,2005,6,65168
Tampa Bay,Buccaneers,2005,7,NA
Tampa Bay,Buccaneers,2005,8,63358
Tampa Bay,Buccaneers,2005,9,65014
Tampa Bay,Buccaneers,2005,10,65421
Tampa Bay,Buccaneers,2005,11,70794
Tampa Bay,Buccaneers,2005,12,65506
Tampa Bay,Buccaneers,2005,13,34411
Tampa Bay,Buccaneers,2005,14,73467
Tampa Bay,Buccaneers,2005,15,68756
Tampa Bay,Buccaneers,2005,16,65482
Tampa Bay,Buccaneers,2005,17,65379
Tennessee,Titans,2005,1,62931
Tennessee,Titans,2005,2,69149
Tennessee,Titans,2005,3,65835
Tennessee,Titans,2005,4,69149
Tennessee,Titans,2005,5,70430
Tennessee,Titans,2005,6,69149
Tennessee,Titans,2005,7,39482
Tennessee,Titans,2005,8,69149
Tennessee,Titans,2005,9,72594
Tennessee,Titans,2005,10,NA
Tennessee,Titans,2005,11,69149
Tennessee,Titans,2005,12,69149
Tennessee,Titans,2005,13,57228
Tennessee,Titans,2005,14,69149
Tennessee,Titans,2005,15,69149
Tennessee,Titans,2005,16,72001
Tennessee,Titans,2005,17,65485
Washington,Redskins,2005,1,90138
Washington,Redskins,2005,2,65207
Washington,Redskins,2005,3,NA
Washington,Redskins,2005,4,90215
Washington,Redskins,2005,5,75880
Washington,Redskins,2005,6,78083
Washington,Redskins,2005,7,90224
Washington,Redskins,2005,8,78630
Washington,Redskins,2005,9,90298
Washington,Redskins,2005,10,65421
Washington,Redskins,2005,11,90129
Washington,Redskins,2005,12,84930
Washington,Redskins,2005,13,65701
Washington,Redskins,2005,14,46654
Washington,Redskins,2005,15,90588
Washington,Redskins,2005,16,90477
Washington,Redskins,2005,17,67700
Arizona,Cardinals,2006,1,63407
Arizona,Cardinals,2006,2,67470
Arizona,Cardinals,2006,3,63278
Arizona,Cardinals,2006,4,68981
Arizona,Cardinals,2006,5,63445
Arizona,Cardinals,2006,6,63977
Arizona,Cardinals,2006,7,61595
Arizona,Cardinals,2006,8,70809
Arizona,Cardinals,2006,9,NA
Arizona,Cardinals,2006,10,63926
Arizona,Cardinals,2006,11,63348
Arizona,Cardinals,2006,12,63483
Arizona,Cardinals,2006,13,65612
Arizona,Cardinals,2006,14,63603
Arizona,Cardinals,2006,15,63845
Arizona,Cardinals,2006,16,67751
Arizona,Cardinals,2006,17,66492
Atlanta,Falcons,2006,1,73522
Atlanta,Falcons,2006,2,70828
Atlanta,Falcons,2006,3,70003
Atlanta,Falcons,2006,4,68981
Atlanta,Falcons,2006,5,NA
Atlanta,Falcons,2006,6,70840
Atlanta,Falcons,2006,7,71151
Atlanta,Falcons,2006,8,65978
Atlanta,Falcons,2006,9,60987
Atlanta,Falcons,2006,10,70793
Atlanta,Falcons,2006,11,70790
Atlanta,Falcons,2006,12,70933
Atlanta,Falcons,2006,13,86436
Atlanta,Falcons,2006,14,65691
Atlanta,Falcons,2006,15,71102
Atlanta,Falcons,2006,16,68834
Atlanta,Falcons,2006,17,69341
Baltimore,Ravens,2006,1,65087
Baltimore,Ravens,2006,2,70744
Baltimore,Ravens,2006,3,72474
Baltimore,Ravens,2006,4,70743
Baltimore,Ravens,2006,5,76355
Baltimore,Ravens,2006,6,70762
Baltimore,Ravens,2006,7,NA
Baltimore,Ravens,2006,8,69152
Baltimore,Ravens,2006,9,70792
Baltimore,Ravens,2006,10,69143
Baltimore,Ravens,2006,11,70790
Baltimore,Ravens,2006,12,70946
Baltimore,Ravens,2006,13,65973
Baltimore,Ravens,2006,14,77232
Baltimore,Ravens,2006,15,70857
Baltimore,Ravens,2006,16,63224
Baltimore,Ravens,2006,17,70913
Buffalo,Bills,2006,1,68756
Buffalo,Bills,2006,2,72797
Buffalo,Bills,2006,3,72067
Buffalo,Bills,2006,4,71972
Buffalo,Bills,2006,5,62206
Buffalo,Bills,2006,6,60704
Buffalo,Bills,2006,7,72180
Buffalo,Bills,2006,8,NA
Buffalo,Bills,2006,9,72205
Buffalo,Bills,2006,10,57306
Buffalo,Bills,2006,11,70125
Buffalo,Bills,2006,12,63608
Buffalo,Bills,2006,13,63361
Buffalo,Bills,2006,14,77131
Buffalo,Bills,2006,15,71011
Buffalo,Bills,2006,16,54765
Buffalo,Bills,2006,17,70913
Carolina,Panthers,2006,1,73522
Carolina,Panthers,2006,2,63623
Carolina,Panthers,2006,3,65423
Carolina,Panthers,2006,4,73392
Carolina,Panthers,2006,5,73520
Carolina,Panthers,2006,6,70762
Carolina,Panthers,2006,7,65964
Carolina,Panthers,2006,8,73682
Carolina,Panthers,2006,9,NA
Carolina,Panthers,2006,10,73573
Carolina,Panthers,2006,11,73348
Carolina,Panthers,2006,12,85450
Carolina,Panthers,2006,13,69098
Carolina,Panthers,2006,14,73702
Carolina,Panthers,2006,15,73798
Carolina,Panthers,2006,16,68834
Carolina,Panthers,2006,17,69569
Chicago,Bears,2006,1,70918
Chicago,Bears,2006,2,62181
Chicago,Bears,2006,3,63754
Chicago,Bears,2006,4,62225
Chicago,Bears,2006,5,62206
Chicago,Bears,2006,6,63977
Chicago,Bears,2006,7,NA
Chicago,Bears,2006,8,62200
Chicago,Bears,2006,9,62206
Chicago,Bears,2006,10,78641
Chicago,Bears,2006,11,77632
Chicago,Bears,2006,12,68756
Chicago,Bears,2006,13,62221
Chicago,Bears,2006,14,66234
Chicago,Bears,2006,15,62260
Chicago,Bears,2006,16,60665
Chicago,Bears,2006,17,62287
Cincinnati,Bengals,2006,1,77956
Cincinnati,Bengals,2006,2,66072
Cincinnati,Bengals,2006,3,64922
Cincinnati,Bengals,2006,4,66035
Cincinnati,Bengals,2006,5,NA
Cincinnati,Bengals,2006,6,65732
Cincinnati,Bengals,2006,7,65964
Cincinnati,Bengals,2006,8,65978
Cincinnati,Bengals,2006,9,70792
Cincinnati,Bengals,2006,10,65917
Cincinnati,Bengals,2006,11,68001
Cincinnati,Bengals,2006,12,72926
Cincinnati,Bengals,2006,13,65973
Cincinnati,Bengals,2006,14,65882
Cincinnati,Bengals,2006,15,57292
Cincinnati,Bengals,2006,16,75759
Cincinnati,Bengals,2006,17,66049
Cleveland,Browns,2006,1,72915
Cleveland,Browns,2006,2,66072
Cleveland,Browns,2006,3,72474
Cleveland,Browns,2006,4,61426
Cleveland,Browns,2006,5,73520
Cleveland,Browns,2006,6,NA
Cleveland,Browns,2006,7,73024
Cleveland,Browns,2006,8,72507
Cleveland,Browns,2006,9,65558
Cleveland,Browns,2006,10,70793
Cleveland,Browns,2006,11,73296
Cleveland,Browns,2006,12,72926
Cleveland,Browns,2006,13,71927
Cleveland,Browns,2006,14,55246
Cleveland,Browns,2006,15,70857
Cleveland,Browns,2006,16,69603
Cleveland,Browns,2006,17,70097
Dallas,Cowboys,2006,1,67164
Dallas,Cowboys,2006,2,63152
Dallas,Cowboys,2006,3,NA
Dallas,Cowboys,2006,4,69143
Dallas,Cowboys,2006,5,69268
Dallas,Cowboys,2006,6,63186
Dallas,Cowboys,2006,7,63512
Dallas,Cowboys,2006,8,73682
Dallas,Cowboys,2006,9,90250
Dallas,Cowboys,2006,10,63926
Dallas,Cowboys,2006,11,63706
Dallas,Cowboys,2006,12,63183
Dallas,Cowboys,2006,13,78666
Dallas,Cowboys,2006,14,63722
Dallas,Cowboys,2006,15,71102
Dallas,Cowboys,2006,16,62839
Dallas,Cowboys,2006,17,63008
Denver,Broncos,2006,1,65577
Denver,Broncos,2006,2,76786
Denver,Broncos,2006,3,68756
Denver,Broncos,2006,4,NA
Denver,Broncos,2006,5,76355
Denver,Broncos,2006,6,76691
Denver,Broncos,2006,7,73024
Denver,Broncos,2006,8,76767
Denver,Broncos,2006,9,64661
Denver,Broncos,2006,10,62094
Denver,Broncos,2006,11,76723
Denver,Broncos,2006,12,79484
Denver,Broncos,2006,13,76146
Denver,Broncos,2006,14,67514
Denver,Broncos,2006,15,63845
Denver,Broncos,2006,16,75759
Denver,Broncos,2006,17,75555
Detroit,Lions,2006,1,60535
Detroit,Lions,2006,2,62181
Detroit,Lions,2006,3,61095
Detroit,Lions,2006,4,65563
Detroit,Lions,2006,5,63906
Detroit,Lions,2006,6,60704
Detroit,Lions,2006,7,76953
Detroit,Lions,2006,8,NA
Detroit,Lions,2006,9,60987
Detroit,Lions,2006,10,60707
Detroit,Lions,2006,11,63348
Detroit,Lions,2006,12,61562
Detroit,Lions,2006,13,68756
Detroit,Lions,2006,14,60861
Detroit,Lions,2006,15,70472
Detroit,Lions,2006,16,60665
Detroit,Lions,2006,17,63008
Green Bay,Packers,2006,1,70918
Green Bay,Packers,2006,2,70602
Green Bay,Packers,2006,3,61095
Green Bay,Packers,2006,4,69222
Green Bay,Packers,2006,5,70804
Green Bay,Packers,2006,6,NA
Green Bay,Packers,2006,7,73548
Green Bay,Packers,2006,8,70809
Green Bay,Packers,2006,9,72205
Green Bay,Packers,2006,10,63924
Green Bay,Packers,2006,11,70753
Green Bay,Packers,2006,12,68256
Green Bay,Packers,2006,13,70527
Green Bay,Packers,2006,14,68539
Green Bay,Packers,2006,15,70472
Green Bay,Packers,2006,16,70864
Green Bay,Packers,2006,17,62287
Houston,Texans,2006,1,70180
Houston,Texans,2006,2,56614
Houston,Texans,2006,3,70069
Houston,Texans,2006,4,70071
Houston,Texans,2006,5,NA
Houston,Texans,2006,6,63186
Houston,Texans,2006,7,70035
Houston,Texans,2006,8,69143
Houston,Texans,2006,9,78485
Houston,Texans,2006,10,65918
Houston,Texans,2006,11,70125
Houston,Texans,2006,12,76596
Houston,Texans,2006,13,46276
Houston,Texans,2006,14,70760
Houston,Texans,2006,15,68756
Houston,Texans,2006,16,70132
Houston,Texans,2006,17,70097
Indianapolis,Colts,2006,1,78622
Indianapolis,Colts,2006,2,56614
Indianapolis,Colts,2006,3,57041
Indianapolis,Colts,2006,4,77190
Indianapolis,Colts,2006,5,57021
Indianapolis,Colts,2006,6,NA
Indianapolis,Colts,2006,7,57274
Indianapolis,Colts,2006,8,76767
Indianapolis,Colts,2006,9,68756
Indianapolis,Colts,2006,10,57306
Indianapolis,Colts,2006,11,63706
Indianapolis,Colts,2006,12,57296
Indianapolis,Colts,2006,13,69143
Indianapolis,Colts,2006,14,67164
Indianapolis,Colts,2006,15,57292
Indianapolis,Colts,2006,16,70132
Indianapolis,Colts,2006,17,57310
Jacksonville,Jaguars,2006,1,67164
Jacksonville,Jaguars,2006,2,67164
Jacksonville,Jaguars,2006,3,57041
Jacksonville,Jaguars,2006,4,89450
Jacksonville,Jaguars,2006,5,66604
Jacksonville,Jaguars,2006,6,NA
Jacksonville,Jaguars,2006,7,70035
Jacksonville,Jaguars,2006,8,69249
Jacksonville,Jaguars,2006,9,66524
Jacksonville,Jaguars,2006,10,65918
